id,smoker_pred,smoker_prob
160017,0,0.14122458
160018,1,0.84671474
160019,0,0.014888939
160020,0,0.08800181
160021,1,0.60670775
160022,1,0.7771955
160023,0,0.016512627
160024,1,0.63475144
160025,0,0.09004121
160026,0,0.018278085
160027,1,0.51971775
160028,0,0.011403611
160029,1,0.6996165
160030,0,0.24048793
160031,1,0.8159811
160032,0,0.028595392
160033,0,0.052925732
160034,1,0.78568286
160035,1,0.57934874
160036,0,0.008224363
160037,1,0.50741625
160038,1,0.55078197
160039,0,0.022293065
160040,1,0.5875309
160041,0,0.11551877
160042,0,0.40846235
160043,0,0.048933674
160044,0,0.07343813
160045,0,0.034737088
160046,1,0.53806275
160047,1,0.603404
160048,1,0.5261124
160049,0,0.013884368
160050,1,0.7315009
160051,1,0.8656954
160052,1,0.7258034
160053,0,0.13566771
160054,1,0.61001617
160055,0,0.47398317
160056,0,0.30417332
160057,0,0.1625001
160058,0,0.458128
160059,1,0.74346185
160060,0,0.260616
160061,0,0.090936035
160062,1,0.8784816
160063,0,0.051263236
160064,0,0.11078749
160065,0,0.3518369
160066,1,0.50413805
160067,0,0.47245377
160068,1,0.6078443
160069,1,0.64380395
160070,0,0.0047524003
160071,0,0.04475876
160072,0,0.37093496
160073,0,0.030270167
160074,1,0.6753365
160075,1,0.8895625
160076,0,0.45577234
160077,0,0.01466923
160078,1,0.6487807
160079,0,0.061515316
160080,0,0.28493428
160081,0,0.09786502
160082,0,0.17168714
160083,0,0.15414499
160084,0,0.0011148693
160085,0,0.0834999
160086,0,0.039594352
160087,0,0.12450919
160088,0,0.42694822
160089,1,0.7582547
160090,1,0.61122525
160091,1,0.8150321
160092,1,0.62737656
160093,1,0.77448326
160094,0,0.00214603
160095,1,0.8287644
160096,1,0.5872772
160097,0,0.23621947
160098,1,0.7173415
160099,0,0.0005036665
160100,0,0.39019743
160101,0,0.3325005
160102,1,0.7003789
160103,1,0.6540995
160104,0,0.22245926
160105,0,0.38172513
160106,0,0.023936722
160107,0,0.23664816
160108,1,0.7699003
160109,1,0.78787637
160110,1,0.7785716
160111,0,0.33831486
160112,0,0.07914413
160113,0,0.08546339
160114,1,0.6310555
160115,0,0.00852674
160116,0,0.02168987
160117,1,0.8657493
160118,1,0.53731537
160119,0,0.0019245005
160120,0,0.33600575
160121,1,0.6227587
160122,1,0.59460104
160123,0,0.36176828
160124,1,0.87059945
160125,1,0.8526873
160126,1,0.560922
160127,1,0.62796813
160128,0,0.25535348
160129,1,0.75421214
160130,1,0.57156324
160131,0,0.029640768
160132,0,0.026779134
160133,1,0.87771446
160134,1,0.9179518
160135,0,0.46548912
160136,0,0.010129777
160137,1,0.76310205
160138,1,0.62805736
160139,1,0.89991426
160140,1,0.51576823
160141,1,0.7638636
160142,0,0.008360651
160143,0,0.4104474
160144,0,0.08584324
160145,0,0.007894692
160146,0,0.01436037
160147,1,0.65972716
160148,0,0.48988166
160149,0,0.43417168
160150,0,0.17542581
160151,0,0.24728766
160152,0,0.09093218
160153,0,0.033267453
160154,1,0.5678629
160155,1,0.6392105
160156,1,0.8518219
160157,1,0.5684372
160158,0,0.26005238
160159,1,0.6118382
160160,0,0.015314902
160161,1,0.83089453
160162,0,0.21809256
160163,1,0.822972
160164,1,0.8268818
160165,1,0.8353245
160166,1,0.74510276
160167,1,0.6422786
160168,0,0.24806198
160169,0,0.37258032
160170,1,0.91475815
160171,0,0.0026660543
160172,0,0.41795743
160173,1,0.51214325
160174,1,0.6739761
160175,0,0.009023746
160176,0,0.21240793
160177,0,0.41118792
160178,1,0.62507653
160179,0,0.0047834604
160180,1,0.7861122
160181,1,0.6482781
160182,1,0.8443596
160183,0,0.005024539
160184,1,0.74581414
160185,0,0.01702502
160186,0,0.37707233
160187,0,0.0024775455
160188,1,0.8434503
160189,1,0.7216245
160190,0,0.07283016
160191,1,0.67114455
160192,1,0.64943564
160193,0,0.024761539
160194,0,0.2867898
160195,0,0.40578994
160196,0,0.21320999
160197,1,0.7599302
160198,0,0.43643388
160199,0,0.026673693
160200,0,0.008682662
160201,0,0.021808121
160202,1,0.7023979
160203,1,0.647869
160204,0,0.1702895
160205,1,0.87787056
160206,1,0.68331486
160207,0,0.046788666
160208,0,0.40568256
160209,1,0.54259324
160210,0,0.022638334
160211,1,0.5134958
160212,0,0.22028317
160213,1,0.8183176
160214,0,0.29887912
160215,0,0.15743138
160216,0,0.053523693
160217,1,0.6604367
160218,0,0.2762075
160219,1,0.76049894
160220,1,0.7750246
160221,1,0.5081406
160222,0,0.27499858
160223,1,0.5120228
160224,1,0.80564535
160225,0,0.22313595
160226,0,0.07216528
160227,1,0.5404556
160228,1,0.87937605
160229,1,0.54431367
160230,1,0.7892589
160231,0,0.024739325
160232,1,0.886311
160233,0,0.020000296
160234,0,0.04281981
160235,1,0.72673404
160236,0,0.45541975
160237,0,0.42448953
160238,0,0.299433
160239,0,0.004919814
160240,1,0.8654409
160241,0,0.074676216
160242,1,0.52436626
160243,1,0.5272623
160244,0,0.00935415
160245,1,0.6467864
160246,1,0.76807314
160247,0,0.49191943
160248,0,0.23332661
160249,1,0.7855456
160250,1,0.8592707
160251,1,0.5847303
160252,0,0.02040313
160253,0,0.24539106
160254,1,0.7687663
160255,1,0.6371479
160256,1,0.5118181
160257,1,0.9092646
160258,0,0.0020209586
160259,1,0.83143294
160260,1,0.58639634
160261,0,0.10149076
160262,0,0.012775591
160263,0,0.06804585
160264,1,0.53467524
160265,1,0.5037442
160266,1,0.8769693
160267,0,0.3077297
160268,0,0.4730616
160269,0,0.009032171
160270,0,0.028771255
160271,1,0.5630882
160272,1,0.75730526
160273,0,0.00925885
160274,0,0.07160657
160275,1,0.6526053
160276,1,0.73300797
160277,0,0.0082840305
160278,1,0.61351484
160279,1,0.64078796
160280,0,0.20359689
160281,1,0.6978982
160282,1,0.70532763
160283,0,0.4929575
160284,1,0.66211116
160285,1,0.76936156
160286,1,0.6713897
160287,1,0.56247383
160288,0,0.34161833
160289,0,0.4576533
160290,1,0.8323734
160291,0,0.05086587
160292,0,0.0069420794
160293,1,0.5621058
160294,0,0.11268268
160295,1,0.78096986
160296,1,0.7510499
160297,1,0.74418133
160298,0,0.008587251
160299,0,0.4710641
160300,1,0.59098953
160301,1,0.6169798
160302,0,0.29679197
160303,1,0.6044618
160304,1,0.7644438
160305,1,0.69212073
160306,1,0.6730412
160307,0,0.41389084
160308,0,0.06450982
160309,0,0.022919407
160310,0,0.0041267285
160311,1,0.8026612
160312,1,0.62999284
160313,0,0.4258728
160314,1,0.6876452
160315,1,0.8115108
160316,1,0.6936744
160317,1,0.68171537
160318,1,0.87630075
160319,0,0.42370152
160320,0,0.006809308
160321,1,0.83008385
160322,1,0.625049
160323,1,0.50047135
160324,1,0.7262038
160325,1,0.8936313
160326,1,0.5738079
160327,0,0.007011805
160328,0,0.031936426
160329,1,0.82326597
160330,0,0.016004812
160331,1,0.82982403
160332,1,0.8324574
160333,0,0.23546058
160334,1,0.6747843
160335,0,0.49610218
160336,1,0.7424535
160337,1,0.56105006
160338,0,0.40110293
160339,0,0.011362443
160340,1,0.72161037
160341,0,0.41336423
160342,0,0.42855465
160343,1,0.75438106
160344,1,0.8581851
160345,1,0.6004951
160346,0,0.47030437
160347,1,0.83829373
160348,1,0.89959574
160349,0,0.4753207
160350,1,0.79822475
160351,1,0.8188182
160352,1,0.51960874
160353,0,0.026903532
160354,0,0.0354288
160355,0,0.3249864
160356,0,0.1606765
160357,0,0.07463576
160358,0,0.31299847
160359,0,0.021971647
160360,0,0.024627574
160361,0,0.08792074
160362,0,0.00418925
160363,0,0.06463269
160364,0,0.3733379
160365,0,0.43746322
160366,0,0.0076324414
160367,1,0.8201246
160368,0,0.15154037
160369,0,0.042483564
160370,1,0.8681768
160371,1,0.80528426
160372,0,0.0037015758
160373,1,0.62848455
160374,1,0.7235147
160375,0,0.24288428
160376,1,0.55608636
160377,0,0.038567405
160378,1,0.8154539
160379,1,0.59462935
160380,0,0.023513073
160381,0,0.39844427
160382,1,0.6850406
160383,0,0.1599797
160384,0,0.45647958
160385,0,0.02432473
160386,0,0.058091182
160387,0,0.010616103
160388,0,0.4327995
160389,1,0.6428681
160390,1,0.71875125
160391,1,0.55891347
160392,1,0.7188199
160393,0,0.121399656
160394,0,0.006505453
160395,1,0.62500304
160396,1,0.772893
160397,0,0.28000593
160398,1,0.87732625
160399,1,0.5473437
160400,1,0.8761685
160401,0,0.003130327
160402,1,0.7843254
160403,0,0.06781449
160404,1,0.55477303
160405,0,0.35162476
160406,1,0.5867611
160407,0,0.005287949
160408,1,0.6418975
160409,0,0.004009842
160410,0,0.011013955
160411,1,0.769859
160412,1,0.604793
160413,1,0.85821384
160414,0,0.030954195
160415,0,0.00443018
160416,0,0.03165187
160417,0,0.008717287
160418,0,0.08387082
160419,0,0.30755422
160420,0,0.18314949
160421,1,0.5462535
160422,0,0.44955713
160423,0,0.0087606255
160424,1,0.69693184
160425,0,0.01997672
160426,0,0.36726883
160427,0,0.009635923
160428,1,0.57391477
160429,1,0.7599287
160430,1,0.81108415
160431,1,0.9164321
160432,0,0.0046862843
160433,1,0.6430092
160434,1,0.61281353
160435,1,0.7601167
160436,1,0.6468932
160437,0,0.023270031
160438,1,0.8445451
160439,1,0.5965649
160440,0,0.000490454
160441,0,0.07848837
160442,1,0.7008495
160443,1,0.8047704
160444,0,0.017408391
160445,1,0.6714035
160446,1,0.7741884
160447,1,0.7473809
160448,1,0.6914964
160449,0,0.03603384
160450,0,0.24796756
160451,1,0.86046237
160452,1,0.80329937
160453,0,0.0065033706
160454,0,0.31310272
160455,0,0.041222498
160456,1,0.7611224
160457,1,0.62040627
160458,0,0.42599306
160459,1,0.6398216
160460,1,0.61329466
160461,1,0.506033
160462,1,0.6075646
160463,1,0.84055
160464,1,0.7577748
160465,1,0.5495878
160466,0,0.21579795
160467,0,0.4429658
160468,1,0.68361026
160469,1,0.8467976
160470,1,0.7412253
160471,1,0.7780141
160472,0,0.016432885
160473,1,0.8909798
160474,1,0.73121995
160475,0,0.05397148
160476,0,0.050102346
160477,0,0.22885844
160478,1,0.82709366
160479,1,0.8445034
160480,1,0.5542951
160481,1,0.54634225
160482,0,0.032374855
160483,0,0.0044474276
160484,0,0.4499278
160485,0,0.0027437715
160486,0,0.013221385
160487,0,0.13277836
160488,0,0.0027671128
160489,1,0.634288
160490,0,0.039969284
160491,1,0.69011587
160492,1,0.76290077
160493,1,0.72999394
160494,0,0.420913
160495,1,0.52129203
160496,1,0.66537535
160497,0,0.2725538
160498,0,0.019642493
160499,1,0.77337724
160500,1,0.8601795
160501,0,0.004289159
160502,1,0.6757472
160503,1,0.7646512
160504,0,0.030874377
160505,1,0.83693147
160506,1,0.7483639
160507,1,0.6634662
160508,1,0.84201837
160509,1,0.9842895
160510,0,0.38378212
160511,1,0.6348256
160512,0,0.009340205
160513,0,0.41040188
160514,1,0.5499681
160515,1,0.751895
160516,0,0.01957715
160517,1,0.8012086
160518,0,0.001446243
160519,0,0.41873217
160520,0,0.014089351
160521,0,0.025088483
160522,1,0.57166654
160523,0,0.4605855
160524,1,0.591412
